('BlackBerry', 'hero1379'),{'model': 'hero1379', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '15275', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('BlackBerry', 'hero4172'),{'model': 'hero4172', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '20211', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '9'}
('BlackBerry', 'lumia1075'),{'model': 'lumia1075', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '9700', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('BlackBerry', 'blackberry4130'),{'model': 'blackberry4130', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '3868', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '7'}
('BlackBerry', 'lumia3703'),{'model': 'lumia3703', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '25243', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '29'}
('BlackBerry', 'hero3278'),{'model': 'hero3278', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '35135', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '27'}
('BlackBerry', 'blackberry1826'),{'model': 'blackberry1826', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '38637', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('BlackBerry', 'blackberry685'),{'model': 'blackberry685', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '30109', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('BlackBerry', 'lumia3357'),{'model': 'lumia3357', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '29149', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '18'}
('BlackBerry', 'hero2450'),{'model': 'hero2450', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '14222', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '13'}
('BlackBerry', 'N2265'),{'model': 'N2265', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '23606', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '15'}
('BlackBerry', 'N4569'),{'model': 'N4569', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '24874', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '13'}
('BlackBerry', 'hero4505'),{'model': 'hero4505', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '35433', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '30'}
('BlackBerry', 'blackberry956'),{'model': 'blackberry956', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '6970', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '24'}
('BlackBerry', 'lumia1482'),{'model': 'lumia1482', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '38028', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('BlackBerry', 'N3158'),{'model': 'N3158', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '5816', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('BlackBerry', 'blackberry3596'),{'model': 'blackberry3596', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '15698', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '17'}
('BlackBerry', 'lumia2044'),{'model': 'lumia2044', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '12889', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '10'}
('BlackBerry', 'hero2150'),{'model': 'hero2150', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '10017', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('BlackBerry', 'N4234'),{'model': 'N4234', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '16417', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('BlackBerry', 'lumia4500'),{'model': 'lumia4500', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '19084', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '19'}
('BlackBerry', 'N3725'),{'model': 'N3725', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '19578', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('BlackBerry', 'blackberry136'),{'model': 'blackberry136', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '7768', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '24'}
('BlackBerry', 'lumia3390'),{'model': 'lumia3390', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '14173', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '14'}
('BlackBerry', 'lumia1635'),{'model': 'lumia1635', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '5338', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '23'}
('BlackBerry', 'lumia2085'),{'model': 'lumia2085', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '15050', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '11'}
('BlackBerry', 'hero2028'),{'model': 'hero2028', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '23201', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('BlackBerry', 'blackberry2111'),{'model': 'blackberry2111', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '2052', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('BlackBerry', 'blackberry4516'),{'model': 'blackberry4516', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '10527', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('BlackBerry', 'lumia2310'),{'model': 'lumia2310', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '38174', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('BlackBerry', 'hero3495'),{'model': 'hero3495', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '21483', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '22'}
('BlackBerry', 'hero972'),{'model': 'hero972', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '17091', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '11'}
('BlackBerry', 'blackberry2606'),{'model': 'blackberry2606', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '22396', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '22'}
('BlackBerry', 'N3912'),{'model': 'N3912', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '34099', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '27'}
('BlackBerry', 'hero3782'),{'model': 'hero3782', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '28771', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '15'}
('BlackBerry', 'lumia355'),{'model': 'lumia355', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '35991', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('BlackBerry', 'N4360'),{'model': 'N4360', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '17105', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '17'}
('BlackBerry', 'hero3943'),{'model': 'hero3943', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '38666', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '6'}
('BlackBerry', 'hero625'),{'model': 'hero625', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '3786', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('BlackBerry', 'hero3267'),{'model': 'hero3267', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '39186', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('BlackBerry', 'hero4082'),{'model': 'hero4082', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '33403', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '23'}
('BlackBerry', 'N789'),{'model': 'N789', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '24136', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('BlackBerry', 'N489'),{'model': 'N489', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '5557', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '10'}
('BlackBerry', 'N3402'),{'model': 'N3402', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '38198', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '12'}
('BlackBerry', 'blackberry2167'),{'model': 'blackberry2167', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '34373', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '18'}
('BlackBerry', 'hero4507'),{'model': 'hero4507', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '15420', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('BlackBerry', 'lumia3626'),{'model': 'lumia3626', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '35861', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('BlackBerry', 'blackberry428'),{'model': 'blackberry428', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '39278', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('BlackBerry', 'lumia2743'),{'model': 'lumia2743', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '22726', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '24'}
('BlackBerry', 'N2543'),{'model': 'N2543', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '27879', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '9'}
('BlackBerry', 'lumia1288'),{'model': 'lumia1288', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '7848', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('BlackBerry', 'hero950'),{'model': 'hero950', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '24133', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('BlackBerry', 'hero3581'),{'model': 'hero3581', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '23187', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '5'}
('BlackBerry', 'hero1678'),{'model': 'hero1678', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '30699', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('BlackBerry', 'blackberry4197'),{'model': 'blackberry4197', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '16521', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('BlackBerry', 'lumia3063'),{'model': 'lumia3063', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '21120', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '24'}
('BlackBerry', 'hero2410'),{'model': 'hero2410', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '4834', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('BlackBerry', 'lumia2711'),{'model': 'lumia2711', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '2708', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('BlackBerry', 'blackberry3708'),{'model': 'blackberry3708', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '34168', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('BlackBerry', 'hero3875'),{'model': 'hero3875', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '10664', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('BlackBerry', 'lumia4567'),{'model': 'lumia4567', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '25163', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('BlackBerry', 'N3650'),{'model': 'N3650', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '7877', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('BlackBerry', 'lumia3770'),{'model': 'lumia3770', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '25876', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('BlackBerry', 'N3488'),{'model': 'N3488', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '15214', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('BlackBerry', 'hero3351'),{'model': 'hero3351', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '38279', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '10'}
('BlackBerry', 'N3535'),{'model': 'N3535', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '27422', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('BlackBerry', 'hero630'),{'model': 'hero630', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '18954', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('BlackBerry', 'N705'),{'model': 'N705', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '2884', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '11'}
('BlackBerry', 'lumia2558'),{'model': 'lumia2558', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '11333', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('BlackBerry', 'lumia1069'),{'model': 'lumia1069', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '21184', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '26'}
('BlackBerry', 'lumia1776'),{'model': 'lumia1776', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '4633', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '28'}
('BlackBerry', 'hero3243'),{'model': 'hero3243', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '26794', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('BlackBerry', 'hero2724'),{'model': 'hero2724', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '31826', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '16'}
('BlackBerry', 'N3113'),{'model': 'N3113', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '5232', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '24'}
('BlackBerry', 'lumia2148'),{'model': 'lumia2148', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '33820', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('BlackBerry', 'blackberry1863'),{'model': 'blackberry1863', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '23541', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('BlackBerry', 'lumia1427'),{'model': 'lumia1427', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '13780', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '23'}
('BlackBerry', 'blackberry1049'),{'model': 'blackberry1049', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '4997', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '5'}
('BlackBerry', 'lumia3834'),{'model': 'lumia3834', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '1794', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('BlackBerry', 'N459'),{'model': 'N459', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '28156', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('BlackBerry', 'blackberry1535'),{'model': 'blackberry1535', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '12639', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('BlackBerry', 'blackberry4179'),{'model': 'blackberry4179', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '21878', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '30'}
('BlackBerry', 'lumia4071'),{'model': 'lumia4071', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '34137', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '10'}
('BlackBerry', 'lumia1259'),{'model': 'lumia1259', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '20375', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '23'}
('BlackBerry', 'lumia2359'),{'model': 'lumia2359', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '1192', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '8'}
('BlackBerry', 'hero605'),{'model': 'hero605', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '29048', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '18'}
('BlackBerry', 'hero2387'),{'model': 'hero2387', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '30648', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('BlackBerry', 'N1392'),{'model': 'N1392', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '38671', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('BlackBerry', 'hero4385'),{'model': 'hero4385', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '24966', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '6'}
('BlackBerry', 'lumia461'),{'model': 'lumia461', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '37856', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '10'}
('BlackBerry', 'N827'),{'model': 'N827', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '37555', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '15'}
('BlackBerry', 'hero3551'),{'model': 'hero3551', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '11077', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '8'}
('BlackBerry', 'N3679'),{'model': 'N3679', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '33170', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('BlackBerry', 'blackberry2167'),{'model': 'blackberry2167', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '4055', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '23'}
('BlackBerry', 'lumia1633'),{'model': 'lumia1633', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '18822', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '6'}
('BlackBerry', 'lumia3305'),{'model': 'lumia3305', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '27656', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '30'}
('BlackBerry', 'blackberry3962'),{'model': 'blackberry3962', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '7033', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('BlackBerry', 'lumia3009'),{'model': 'lumia3009', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '5849', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'N2006'),{'model': 'N2006', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '3', 'company': 'BlackBerry', 'price': '29217', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'hero1312'),{'model': 'hero1312', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '4385', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '30'}
('BlackBerry', 'hero2132'),{'model': 'hero2132', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '22295', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('BlackBerry', 'lumia3263'),{'model': 'lumia3263', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'BlackBerry', 'price': '11897', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('BlackBerry', 'hero998'),{'model': 'hero998', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '38143', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('BlackBerry', 'N3567'),{'model': 'N3567', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '38438', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '10'}
('BlackBerry', 'N1193'),{'model': 'N1193', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '34857', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('BlackBerry', 'lumia1609'),{'model': 'lumia1609', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '36794', 'thickness': '24', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('BlackBerry', 'hero328'),{'model': 'hero328', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '4', 'company': 'BlackBerry', 'price': '1286', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '13'}
('BlackBerry', 'lumia3253'),{'model': 'lumia3253', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '19246', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('BlackBerry', 'hero3948'),{'model': 'hero3948', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'BlackBerry', 'price': '31052', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('BlackBerry', 'blackberry2084'),{'model': 'blackberry2084', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'BlackBerry', 'price': '36600', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '17'}
('BlackBerry', 'N3861'),{'model': 'N3861', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'BlackBerry', 'price': '16290', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
