('Lg', 'hero2806'),{'model': 'hero2806', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Lg', 'price': '12471', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Lg', 'hero772'),{'model': 'hero772', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'Lg', 'price': '14646', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('Lg', 'blackberry3198'),{'model': 'blackberry3198', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Lg', 'price': '6346', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '29'}
('Lg', 'blackberry2700'),{'model': 'blackberry2700', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Lg', 'price': '3405', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '16'}
('Lg', 'hero1548'),{'model': 'hero1548', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Lg', 'price': '8908', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Lg', 'hero2461'),{'model': 'hero2461', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Lg', 'price': '22883', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('Lg', 'lumia3446'),{'model': 'lumia3446', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Lg', 'price': '24493', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '21'}
('Lg', 'N1470'),{'model': 'N1470', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Lg', 'price': '34492', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('Lg', 'hero1030'),{'model': 'hero1030', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Lg', 'price': '8266', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '13'}
('Lg', 'lumia2489'),{'model': 'lumia2489', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Lg', 'price': '16604', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '19'}
('Lg', 'hero2252'),{'model': 'hero2252', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Lg', 'price': '19745', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '26'}
('Lg', 'blackberry3115'),{'model': 'blackberry3115', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Lg', 'price': '18856', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('Lg', 'lumia2095'),{'model': 'lumia2095', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '5', 'company': 'Lg', 'price': '37722', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Lg', 'N963'),{'model': 'N963', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '22555', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('Lg', 'hero3523'),{'model': 'hero3523', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Lg', 'price': '18923', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '13'}
('Lg', 'hero847'),{'model': 'hero847', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Lg', 'price': '6247', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '26'}
('Lg', 'lumia1678'),{'model': 'lumia1678', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Lg', 'price': '16215', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '28'}
('Lg', 'N4432'),{'model': 'N4432', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '0', 'company': 'Lg', 'price': '35192', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('Lg', 'blackberry1191'),{'model': 'blackberry1191', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Lg', 'price': '35264', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('Lg', 'blackberry2805'),{'model': 'blackberry2805', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Lg', 'price': '9443', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '19'}
('Lg', 'blackberry3965'),{'model': 'blackberry3965', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Lg', 'price': '38970', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '13'}
('Lg', 'hero3149'),{'model': 'hero3149', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Lg', 'price': '19318', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('Lg', 'blackberry2408'),{'model': 'blackberry2408', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Lg', 'price': '2245', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Lg', 'blackberry4555'),{'model': 'blackberry4555', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Lg', 'price': '29711', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '20'}
('Lg', 'lumia3945'),{'model': 'lumia3945', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Lg', 'price': '21223', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '14'}
('Lg', 'N1080'),{'model': 'N1080', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'Lg', 'price': '10458', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Lg', 'lumia1506'),{'model': 'lumia1506', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Lg', 'price': '8103', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '19'}
('Lg', 'hero171'),{'model': 'hero171', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Lg', 'price': '27100', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Lg', 'hero3671'),{'model': 'hero3671', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Lg', 'price': '17092', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('Lg', 'N3542'),{'model': 'N3542', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Lg', 'price': '1501', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '30'}
('Lg', 'lumia3517'),{'model': 'lumia3517', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Lg', 'price': '14464', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '23'}
('Lg', 'N4205'),{'model': 'N4205', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Lg', 'price': '1722', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '19'}
('Lg', 'lumia2197'),{'model': 'lumia2197', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '21500', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Lg', 'hero301'),{'model': 'hero301', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Lg', 'price': '35952', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '12'}
('Lg', 'N4562'),{'model': 'N4562', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'Lg', 'price': '15582', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '8'}
('Lg', 'hero1742'),{'model': 'hero1742', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Lg', 'price': '23882', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '7'}
('Lg', 'blackberry332'),{'model': 'blackberry332', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Lg', 'price': '18691', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '16'}
('Lg', 'N1991'),{'model': 'N1991', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '5', 'company': 'Lg', 'price': '17142', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Lg', 'hero595'),{'model': 'hero595', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Lg', 'price': '23175', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '15'}
('Lg', 'N4524'),{'model': 'N4524', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Lg', 'price': '28793', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '7'}
('Lg', 'N1498'),{'model': 'N1498', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'Lg', 'price': '38428', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Lg', 'lumia3971'),{'model': 'lumia3971', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Lg', 'price': '6709', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '28'}
('Lg', 'hero3636'),{'model': 'hero3636', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Lg', 'price': '2966', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '23'}
('Lg', 'hero4474'),{'model': 'hero4474', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Lg', 'price': '15704', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Lg', 'hero3237'),{'model': 'hero3237', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '4', 'company': 'Lg', 'price': '14877', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '9'}
('Lg', 'lumia1037'),{'model': 'lumia1037', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Lg', 'price': '12939', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('Lg', 'N4388'),{'model': 'N4388', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Lg', 'price': '37890', 'thickness': '15', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '27'}
('Lg', 'N3211'),{'model': 'N3211', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Lg', 'price': '23195', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '29'}
('Lg', 'hero3327'),{'model': 'hero3327', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Lg', 'price': '39896', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '19'}
('Lg', 'hero510'),{'model': 'hero510', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '0', 'company': 'Lg', 'price': '31692', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '23'}
('Lg', 'hero2707'),{'model': 'hero2707', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '1', 'company': 'Lg', 'price': '26912', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('Lg', 'hero4130'),{'model': 'hero4130', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Lg', 'price': '24287', 'thickness': '20', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '12'}
('Lg', 'hero145'),{'model': 'hero145', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Lg', 'price': '13047', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('Lg', 'blackberry3905'),{'model': 'blackberry3905', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Lg', 'price': '27744', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('Lg', 'lumia2907'),{'model': 'lumia2907', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '31769', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '12'}
('Lg', 'blackberry4002'),{'model': 'blackberry4002', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Lg', 'price': '20413', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '30'}
('Lg', 'hero919'),{'model': 'hero919', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '3', 'company': 'Lg', 'price': '39731', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Lg', 'hero3323'),{'model': 'hero3323', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Lg', 'price': '18631', 'thickness': '24', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Lg', 'N3796'),{'model': 'N3796', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Lg', 'price': '16810', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '5'}
('Lg', 'hero3077'),{'model': 'hero3077', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Lg', 'price': '4664', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Lg', 'blackberry2438'),{'model': 'blackberry2438', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Lg', 'price': '31782', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('Lg', 'blackberry1058'),{'model': 'blackberry1058', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Lg', 'price': '8706', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Lg', 'blackberry3033'),{'model': 'blackberry3033', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Lg', 'price': '9984', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Lg', 'N1119'),{'model': 'N1119', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Lg', 'price': '11957', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '10'}
('Lg', 'lumia424'),{'model': 'lumia424', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'Lg', 'price': '14614', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Lg', 'N2057'),{'model': 'N2057', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'Lg', 'price': '3089', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '24'}
('Lg', 'blackberry2792'),{'model': 'blackberry2792', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '9381', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('Lg', 'lumia3757'),{'model': 'lumia3757', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Lg', 'price': '12100', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '7'}
('Lg', 'hero1973'),{'model': 'hero1973', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Lg', 'price': '37961', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '5'}
('Lg', 'blackberry1131'),{'model': 'blackberry1131', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Lg', 'price': '28916', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '27'}
('Lg', 'N2305'),{'model': 'N2305', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Lg', 'price': '21587', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '28'}
('Lg', 'hero1441'),{'model': 'hero1441', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Lg', 'price': '21787', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Lg', 'hero1460'),{'model': 'hero1460', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Lg', 'price': '17215', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('Lg', 'lumia2845'),{'model': 'lumia2845', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Lg', 'price': '19145', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Lg', 'hero4360'),{'model': 'hero4360', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '17758', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '9'}
('Lg', 'N1741'),{'model': 'N1741', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Lg', 'price': '24381', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Lg', 'hero2380'),{'model': 'hero2380', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '2', 'company': 'Lg', 'price': '4362', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '18'}
('Lg', 'blackberry2526'),{'model': 'blackberry2526', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Lg', 'price': '9293', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('Lg', 'hero4073'),{'model': 'hero4073', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '20001', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Lg', 'blackberry1827'),{'model': 'blackberry1827', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Lg', 'price': '23296', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Lg', 'N103'),{'model': 'N103', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Lg', 'price': '16223', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '15'}
('Lg', 'lumia1567'),{'model': 'lumia1567', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Lg', 'price': '27118', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '27'}
('Lg', 'hero1679'),{'model': 'hero1679', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '5', 'company': 'Lg', 'price': '22238', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '30'}
('Lg', 'N1847'),{'model': 'N1847', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Lg', 'price': '28633', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Lg', 'N2482'),{'model': 'N2482', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'Lg', 'price': '6649', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '20'}
('Lg', 'lumia616'),{'model': 'lumia616', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Lg', 'price': '18583', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '19'}
('Lg', 'blackberry3589'),{'model': 'blackberry3589', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '5', 'company': 'Lg', 'price': '15444', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('Lg', 'hero471'),{'model': 'hero471', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Lg', 'price': '3825', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('Lg', 'hero4103'),{'model': 'hero4103', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Lg', 'price': '35696', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Lg', 'hero1398'),{'model': 'hero1398', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Lg', 'price': '9556', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '23'}
('Lg', 'hero1909'),{'model': 'hero1909', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Lg', 'price': '5756', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '16'}
('Lg', 'blackberry977'),{'model': 'blackberry977', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Lg', 'price': '22226', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '12'}
('Lg', 'blackberry4430'),{'model': 'blackberry4430', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '5', 'company': 'Lg', 'price': '25062', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '18'}
('Lg', 'blackberry397'),{'model': 'blackberry397', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Lg', 'price': '16439', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('Lg', 'hero906'),{'model': 'hero906', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '4', 'company': 'Lg', 'price': '22249', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '9'}
('Lg', 'hero2590'),{'model': 'hero2590', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Lg', 'price': '36373', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('Lg', 'lumia1834'),{'model': 'lumia1834', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Lg', 'price': '20094', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '9'}
('Lg', 'N904'),{'model': 'N904', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Lg', 'price': '8841', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '20'}
('Lg', 'hero4223'),{'model': 'hero4223', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Lg', 'price': '34162', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('Lg', 'blackberry2951'),{'model': 'blackberry2951', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Lg', 'price': '17473', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Lg', 'blackberry1124'),{'model': 'blackberry1124', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '5', 'company': 'Lg', 'price': '14077', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Lg', 'hero4085'),{'model': 'hero4085', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Lg', 'price': '21888', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('Lg', 'hero1475'),{'model': 'hero1475', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Lg', 'price': '5833', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('Lg', 'blackberry2327'),{'model': 'blackberry2327', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'Lg', 'price': '13076', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '10'}
('Lg', 'hero2332'),{'model': 'hero2332', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'Lg', 'price': '7248', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '22'}
('Lg', 'N4389'),{'model': 'N4389', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Lg', 'price': '35651', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('Lg', 'lumia4067'),{'model': 'lumia4067', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '5', 'company': 'Lg', 'price': '4754', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('Lg', 'N3073'),{'model': 'N3073', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Lg', 'price': '21812', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Lg', 'blackberry4410'),{'model': 'blackberry4410', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Lg', 'price': '31858', 'thickness': '11', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '29'}
('Lg', 'blackberry2392'),{'model': 'blackberry2392', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Lg', 'price': '37848', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '6'}
('Lg', 'N181'),{'model': 'N181', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Lg', 'price': '39951', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '16'}
('Lg', 'N2578'),{'model': 'N2578', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Lg', 'price': '39808', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '13'}
('Lg', 'N144'),{'model': 'N144', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'Lg', 'price': '21147', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '8'}
('Lg', 'N1116'),{'model': 'N1116', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Lg', 'price': '14084', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '18'}
('Lg', 'N909'),{'model': 'N909', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Lg', 'price': '36750', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Lg', 'blackberry3404'),{'model': 'blackberry3404', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Lg', 'price': '4169', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Lg', 'blackberry3490'),{'model': 'blackberry3490', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Lg', 'price': '19736', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '13'}
