('Samsung', 'N2384'),{'model': 'N2384', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '26073', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '16'}
('Samsung', 'lumia665'),{'model': 'lumia665', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '3', 'company': 'Samsung', 'price': '3866', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '27'}
('Samsung', 'lumia4084'),{'model': 'lumia4084', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '5', 'company': 'Samsung', 'price': '31865', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('Samsung', 'hero2147'),{'model': 'hero2147', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Samsung', 'price': '20877', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '22'}
('Samsung', 'hero2585'),{'model': 'hero2585', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Samsung', 'price': '39978', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '29'}
('Samsung', 'blackberry3896'),{'model': 'blackberry3896', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Samsung', 'price': '26053', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Samsung', 'N551'),{'model': 'N551', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Samsung', 'price': '33421', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Samsung', 'lumia2026'),{'model': 'lumia2026', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Samsung', 'price': '4019', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '11'}
('Samsung', 'lumia3515'),{'model': 'lumia3515', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '3', 'company': 'Samsung', 'price': '3945', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '24'}
('Samsung', 'N325'),{'model': 'N325', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'Samsung', 'price': '11882', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('Samsung', 'hero3078'),{'model': 'hero3078', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Samsung', 'price': '12210', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('Samsung', 'hero850'),{'model': 'hero850', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '2', 'company': 'Samsung', 'price': '24161', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('Samsung', 'hero901'),{'model': 'hero901', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '2', 'company': 'Samsung', 'price': '17726', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '25'}
('Samsung', 'N3290'),{'model': 'N3290', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Samsung', 'price': '26321', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('Samsung', 'blackberry2554'),{'model': 'blackberry2554', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Samsung', 'price': '24431', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '23'}
('Samsung', 'N1162'),{'model': 'N1162', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Samsung', 'price': '27140', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('Samsung', 'blackberry3229'),{'model': 'blackberry3229', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Samsung', 'price': '32208', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '8'}
('Samsung', 'hero2132'),{'model': 'hero2132', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Samsung', 'price': '10489', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '13'}
('Samsung', 'blackberry2464'),{'model': 'blackberry2464', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Samsung', 'price': '29660', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '28'}
('Samsung', 'lumia1990'),{'model': 'lumia1990', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Samsung', 'price': '25164', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '25'}
('Samsung', 'hero796'),{'model': 'hero796', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Samsung', 'price': '5390', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('Samsung', 'hero4173'),{'model': 'hero4173', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Samsung', 'price': '8279', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Samsung', 'hero3689'),{'model': 'hero3689', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'Samsung', 'price': '21241', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('Samsung', 'hero2910'),{'model': 'hero2910', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Samsung', 'price': '21123', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '16'}
('Samsung', 'hero3236'),{'model': 'hero3236', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Samsung', 'price': '7291', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '29'}
('Samsung', 'lumia825'),{'model': 'lumia825', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Samsung', 'price': '2431', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '12'}
('Samsung', 'N2327'),{'model': 'N2327', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Samsung', 'price': '9370', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '16'}
('Samsung', 'blackberry816'),{'model': 'blackberry816', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Samsung', 'price': '13078', 'thickness': '30', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('Samsung', 'hero2273'),{'model': 'hero2273', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '2', 'company': 'Samsung', 'price': '37299', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Samsung', 'blackberry1612'),{'model': 'blackberry1612', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'Samsung', 'price': '16256', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Samsung', 'blackberry4286'),{'model': 'blackberry4286', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Samsung', 'price': '16703', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('Samsung', 'hero1883'),{'model': 'hero1883', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Samsung', 'price': '18694', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '19'}
('Samsung', 'lumia2574'),{'model': 'lumia2574', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Samsung', 'price': '32596', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '8'}
('Samsung', 'N3818'),{'model': 'N3818', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'Samsung', 'price': '23421', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('Samsung', 'N4449'),{'model': 'N4449', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '5', 'company': 'Samsung', 'price': '10778', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('Samsung', 'hero2061'),{'model': 'hero2061', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Samsung', 'price': '22917', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '24'}
('Samsung', 'N1736'),{'model': 'N1736', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Samsung', 'price': '19774', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '9'}
('Samsung', 'hero839'),{'model': 'hero839', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Samsung', 'price': '33757', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('Samsung', 'lumia3657'),{'model': 'lumia3657', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '6143', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '15'}
('Samsung', 'blackberry1773'),{'model': 'blackberry1773', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Samsung', 'price': '35074', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '8'}
('Samsung', 'hero824'),{'model': 'hero824', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '1', 'company': 'Samsung', 'price': '17665', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('Samsung', 'blackberry2634'),{'model': 'blackberry2634', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Samsung', 'price': '14760', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Samsung', 'hero2312'),{'model': 'hero2312', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Samsung', 'price': '7140', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '15'}
('Samsung', 'hero537'),{'model': 'hero537', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Samsung', 'price': '14210', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('Samsung', 'N1495'),{'model': 'N1495', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '5', 'company': 'Samsung', 'price': '1610', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('Samsung', 'N1591'),{'model': 'N1591', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Samsung', 'price': '22215', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('Samsung', 'lumia2945'),{'model': 'lumia2945', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Samsung', 'price': '24428', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '9'}
('Samsung', 'hero2581'),{'model': 'hero2581', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Samsung', 'price': '12384', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '11'}
('Samsung', 'hero2121'),{'model': 'hero2121', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'Samsung', 'price': '23217', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('Samsung', 'lumia793'),{'model': 'lumia793', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '3', 'company': 'Samsung', 'price': '28601', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('Samsung', 'lumia1311'),{'model': 'lumia1311', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'Samsung', 'price': '30353', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '15'}
('Samsung', 'hero2375'),{'model': 'hero2375', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '1', 'company': 'Samsung', 'price': '6956', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('Samsung', 'hero1239'),{'model': 'hero1239', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'Samsung', 'price': '25840', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '27'}
('Samsung', 'blackberry804'),{'model': 'blackberry804', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Samsung', 'price': '33540', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '15'}
('Samsung', 'hero1879'),{'model': 'hero1879', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '36522', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '6'}
('Samsung', 'hero226'),{'model': 'hero226', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '1', 'company': 'Samsung', 'price': '4761', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('Samsung', 'blackberry1199'),{'model': 'blackberry1199', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'Samsung', 'price': '7200', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('Samsung', 'hero444'),{'model': 'hero444', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '4', 'company': 'Samsung', 'price': '31865', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '17'}
('Samsung', 'blackberry3161'),{'model': 'blackberry3161', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'Samsung', 'price': '15834', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '12'}
('Samsung', 'hero323'),{'model': 'hero323', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'Samsung', 'price': '11902', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('Samsung', 'hero3523'),{'model': 'hero3523', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '5', 'company': 'Samsung', 'price': '32510', 'thickness': '22', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Samsung', 'lumia1360'),{'model': 'lumia1360', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Samsung', 'price': '25493', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '8'}
('Samsung', 'hero1060'),{'model': 'hero1060', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Samsung', 'price': '27301', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '24'}
('Samsung', 'blackberry2412'),{'model': 'blackberry2412', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Samsung', 'price': '6131', 'thickness': '15', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('Samsung', 'lumia2749'),{'model': 'lumia2749', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Samsung', 'price': '2450', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '8'}
('Samsung', 'N3729'),{'model': 'N3729', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '5', 'company': 'Samsung', 'price': '27337', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('Samsung', 'blackberry425'),{'model': 'blackberry425', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Samsung', 'price': '39630', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '20'}
('Samsung', 'N4561'),{'model': 'N4561', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '4', 'company': 'Samsung', 'price': '3859', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '23'}
('Samsung', 'blackberry4133'),{'model': 'blackberry4133', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Samsung', 'price': '31447', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '26'}
('Samsung', 'hero3216'),{'model': 'hero3216', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Samsung', 'price': '5647', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '14'}
('Samsung', 'hero779'),{'model': 'hero779', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Samsung', 'price': '15156', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '16'}
('Samsung', 'hero2517'),{'model': 'hero2517', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '3', 'company': 'Samsung', 'price': '13700', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('Samsung', 'hero1206'),{'model': 'hero1206', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Samsung', 'price': '24159', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('Samsung', 'lumia3899'),{'model': 'lumia3899', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Samsung', 'price': '31332', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '11'}
('Samsung', 'blackberry769'),{'model': 'blackberry769', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Samsung', 'price': '14769', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '11'}
('Samsung', 'lumia218'),{'model': 'lumia218', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'Samsung', 'price': '34402', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '21'}
('Samsung', 'N1750'),{'model': 'N1750', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Samsung', 'price': '20406', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '26'}
('Samsung', 'N3858'),{'model': 'N3858', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Samsung', 'price': '12272', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Samsung', 'N4126'),{'model': 'N4126', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Samsung', 'price': '23946', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '14'}
('Samsung', 'N3188'),{'model': 'N3188', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Samsung', 'price': '15871', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '5'}
('Samsung', 'hero252'),{'model': 'hero252', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'Samsung', 'price': '1898', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '24'}
('Samsung', 'hero1736'),{'model': 'hero1736', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Samsung', 'price': '8143', 'thickness': '16', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '8'}
('Samsung', 'hero1659'),{'model': 'hero1659', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Samsung', 'price': '18376', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '18'}
('Samsung', 'blackberry3930'),{'model': 'blackberry3930', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '2', 'company': 'Samsung', 'price': '12807', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '26'}
('Samsung', 'lumia2266'),{'model': 'lumia2266', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '4', 'company': 'Samsung', 'price': '19973', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '22'}
('Samsung', 'blackberry3018'),{'model': 'blackberry3018', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Samsung', 'price': '38092', 'thickness': '23', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '26'}
('Samsung', 'blackberry2193'),{'model': 'blackberry2193', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'Samsung', 'price': '5201', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '12'}
('Samsung', 'hero2118'),{'model': 'hero2118', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'Samsung', 'price': '25658', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '23'}
('Samsung', 'blackberry1070'),{'model': 'blackberry1070', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Samsung', 'price': '32937', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '25'}
('Samsung', 'hero4311'),{'model': 'hero4311', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '2', 'company': 'Samsung', 'price': '38598', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '11'}
('Samsung', 'hero2356'),{'model': 'hero2356', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Samsung', 'price': '1151', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '10'}
('Samsung', 'N1376'),{'model': 'N1376', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Samsung', 'price': '35756', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '16'}
('Samsung', 'blackberry1322'),{'model': 'blackberry1322', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'Samsung', 'price': '19157', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '18'}
('Samsung', 'N1296'),{'model': 'N1296', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '2', 'company': 'Samsung', 'price': '34626', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('Samsung', 'blackberry946'),{'model': 'blackberry946', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Samsung', 'price': '7604', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('Samsung', 'hero294'),{'model': 'hero294', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '4', 'company': 'Samsung', 'price': '38526', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '29'}
('Samsung', 'hero1778'),{'model': 'hero1778', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Samsung', 'price': '2148', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Samsung', 'hero1413'),{'model': 'hero1413', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Samsung', 'price': '37661', 'thickness': '22', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '5'}
('Samsung', 'N938'),{'model': 'N938', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Samsung', 'price': '15055', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '9'}
('Samsung', 'hero1956'),{'model': 'hero1956', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '2', 'company': 'Samsung', 'price': '34857', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '24'}
('Samsung', 'hero2122'),{'model': 'hero2122', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Samsung', 'price': '17436', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '18'}
('Samsung', 'lumia1609'),{'model': 'lumia1609', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '2', 'company': 'Samsung', 'price': '13357', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '27'}
('Samsung', 'lumia1792'),{'model': 'lumia1792', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '4', 'company': 'Samsung', 'price': '2502', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '29'}
('Samsung', 'blackberry3005'),{'model': 'blackberry3005', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Samsung', 'price': '14681', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '20'}
('Samsung', 'hero2481'),{'model': 'hero2481', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Samsung', 'price': '28380', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '17'}
('Samsung', 'hero1909'),{'model': 'hero1909', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Samsung', 'price': '36288', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '16'}
('Samsung', 'lumia3922'),{'model': 'lumia3922', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '0', 'company': 'Samsung', 'price': '15865', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '13'}
('Samsung', 'lumia3040'),{'model': 'lumia3040', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'Samsung', 'price': '3659', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '19'}
('Samsung', 'hero2339'),{'model': 'hero2339', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Samsung', 'price': '3596', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Samsung', 'lumia4098'),{'model': 'lumia4098', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '2', 'company': 'Samsung', 'price': '31745', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '10'}
('Samsung', 'hero2364'),{'model': 'hero2364', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Samsung', 'price': '36502', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '8'}
('Samsung', 'hero2331'),{'model': 'hero2331', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Samsung', 'price': '32097', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '20'}
('Samsung', 'N704'),{'model': 'N704', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Samsung', 'price': '39190', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '19'}
('Samsung', 'lumia1331'),{'model': 'lumia1331', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Samsung', 'price': '28399', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('Samsung', 'hero2809'),{'model': 'hero2809', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Samsung', 'price': '16564', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
