('Nokia', 'lumia4004'),{'model': 'lumia4004', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '15299', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '22'}
('Nokia', 'lumia3464'),{'model': 'lumia3464', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '8294', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Nokia', 'blackberry4487'),{'model': 'blackberry4487', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Nokia', 'price': '6600', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '19'}
('Nokia', 'hero4424'),{'model': 'hero4424', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '18512', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '8'}
('Nokia', 'hero2820'),{'model': 'hero2820', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '1', 'company': 'Nokia', 'price': '9549', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '24'}
('Nokia', 'blackberry619'),{'model': 'blackberry619', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '2', 'company': 'Nokia', 'price': '3592', 'thickness': '11', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('Nokia', 'lumia1109'),{'model': 'lumia1109', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '3', 'company': 'Nokia', 'price': '19410', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '15'}
('Nokia', 'hero3985'),{'model': 'hero3985', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '3', 'company': 'Nokia', 'price': '6310', 'thickness': '29', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '24'}
('Nokia', 'lumia3573'),{'model': 'lumia3573', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Nokia', 'price': '5004', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '29'}
('Nokia', 'hero3640'),{'model': 'hero3640', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Nokia', 'price': '12167', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('Nokia', 'N615'),{'model': 'N615', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '0', 'company': 'Nokia', 'price': '39548', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '19'}
('Nokia', 'blackberry4556'),{'model': 'blackberry4556', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '1', 'company': 'Nokia', 'price': '23927', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '17'}
('Nokia', 'N4348'),{'model': 'N4348', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Nokia', 'price': '13897', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '15'}
('Nokia', 'hero401'),{'model': 'hero401', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Nokia', 'price': '7036', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '13'}
('Nokia', 'lumia1671'),{'model': 'lumia1671', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '22783', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('Nokia', 'hero2674'),{'model': 'hero2674', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '4', 'company': 'Nokia', 'price': '8328', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '29'}
('Nokia', 'lumia482'),{'model': 'lumia482', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'Nokia', 'price': '13690', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('Nokia', 'N2756'),{'model': 'N2756', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '11182', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '29'}
('Nokia', 'hero1879'),{'model': 'hero1879', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Nokia', 'price': '21679', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('Nokia', 'hero1312'),{'model': 'hero1312', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '4', 'company': 'Nokia', 'price': '36283', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '9'}
('Nokia', 'N412'),{'model': 'N412', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '12839', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Nokia', 'hero3166'),{'model': 'hero3166', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '3857', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '24'}
('Nokia', 'blackberry2561'),{'model': 'blackberry2561', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Nokia', 'price': '2410', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '9'}
('Nokia', 'blackberry1193'),{'model': 'blackberry1193', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '0', 'company': 'Nokia', 'price': '31487', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Nokia', 'hero3539'),{'model': 'hero3539', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Nokia', 'price': '2921', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '7'}
('Nokia', 'hero4276'),{'model': 'hero4276', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '0', 'company': 'Nokia', 'price': '6650', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '7'}
('Nokia', 'N3020'),{'model': 'N3020', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Nokia', 'price': '37785', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '13'}
('Nokia', 'hero243'),{'model': 'hero243', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Nokia', 'price': '3785', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('Nokia', 'hero387'),{'model': 'hero387', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '0', 'company': 'Nokia', 'price': '7323', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '5'}
('Nokia', 'blackberry2987'),{'model': 'blackberry2987', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '3', 'company': 'Nokia', 'price': '31957', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '30'}
('Nokia', 'hero3618'),{'model': 'hero3618', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Nokia', 'price': '7420', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('Nokia', 'hero335'),{'model': 'hero335', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '21459', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '22'}
('Nokia', 'hero2015'),{'model': 'hero2015', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'Nokia', 'price': '39410', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '16'}
('Nokia', 'hero832'),{'model': 'hero832', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '1', 'company': 'Nokia', 'price': '10740', 'thickness': '25', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '21'}
('Nokia', 'blackberry936'),{'model': 'blackberry936', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'Nokia', 'price': '1663', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '7'}
('Nokia', 'lumia4440'),{'model': 'lumia4440', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Nokia', 'price': '18982', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '25'}
('Nokia', 'lumia4054'),{'model': 'lumia4054', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'Nokia', 'price': '2716', 'thickness': '20', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '24'}
('Nokia', 'hero2084'),{'model': 'hero2084', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '15889', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Nokia', 'lumia1610'),{'model': 'lumia1610', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'Nokia', 'price': '5696', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '14'}
('Nokia', 'hero1348'),{'model': 'hero1348', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Nokia', 'price': '37454', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('Nokia', 'hero449'),{'model': 'hero449', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'Nokia', 'price': '12528', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '19'}
('Nokia', 'hero2975'),{'model': 'hero2975', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Nokia', 'price': '33685', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'blackberry2481'),{'model': 'blackberry2481', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '1', 'company': 'Nokia', 'price': '19089', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('Nokia', 'lumia567'),{'model': 'lumia567', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '3', 'company': 'Nokia', 'price': '25861', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('Nokia', 'lumia3945'),{'model': 'lumia3945', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '3', 'company': 'Nokia', 'price': '24622', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '13'}
('Nokia', 'hero3990'),{'model': 'hero3990', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'Nokia', 'price': '31889', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '21'}
('Nokia', 'hero2674'),{'model': 'hero2674', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Nokia', 'price': '22241', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '27'}
('Nokia', 'hero1005'),{'model': 'hero1005', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'Nokia', 'price': '28763', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '29'}
('Nokia', 'N2289'),{'model': 'N2289', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '5', 'company': 'Nokia', 'price': '2498', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '9'}
('Nokia', 'lumia4220'),{'model': 'lumia4220', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '4', 'company': 'Nokia', 'price': '38844', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('Nokia', 'hero687'),{'model': 'hero687', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '5', 'company': 'Nokia', 'price': '11071', 'thickness': '25', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '8'}
('Nokia', 'hero2869'),{'model': 'hero2869', 'GPS': 'yes', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '24908', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '7'}
('Nokia', 'hero608'),{'model': 'hero608', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'Nokia', 'price': '2013', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '13'}
('Nokia', 'hero735'),{'model': 'hero735', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'Nokia', 'price': '29778', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('Nokia', 'lumia547'),{'model': 'lumia547', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '5', 'company': 'Nokia', 'price': '24085', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '29'}
('Nokia', 'hero1964'),{'model': 'hero1964', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Nokia', 'price': '17742', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '5'}
('Nokia', 'hero2349'),{'model': 'hero2349', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '2', 'company': 'Nokia', 'price': '38843', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '12'}
('Nokia', 'N1802'),{'model': 'N1802', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '3', 'company': 'Nokia', 'price': '8022', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '15'}
('Nokia', 'lumia2809'),{'model': 'lumia2809', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Nokia', 'price': '30885', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '24'}
('Nokia', 'blackberry462'),{'model': 'blackberry462', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '28312', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Nokia', 'blackberry3382'),{'model': 'blackberry3382', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Nokia', 'price': '11242', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '9'}
('Nokia', 'blackberry1952'),{'model': 'blackberry1952', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Nokia', 'price': '16450', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('Nokia', 'hero3807'),{'model': 'hero3807', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '4', 'company': 'Nokia', 'price': '27796', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '28'}
('Nokia', 'lumia834'),{'model': 'lumia834', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '0', 'company': 'Nokia', 'price': '19493', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '30'}
('Nokia', 'hero4087'),{'model': 'hero4087', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Nokia', 'price': '13211', 'thickness': '28', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '12'}
('Nokia', 'blackberry1894'),{'model': 'blackberry1894', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'Nokia', 'price': '10936', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('Nokia', 'hero445'),{'model': 'hero445', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Nokia', 'price': '21801', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '23'}
('Nokia', 'hero246'),{'model': 'hero246', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '1', 'company': 'Nokia', 'price': '3546', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '19'}
('Nokia', 'hero4232'),{'model': 'hero4232', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '4', 'company': 'Nokia', 'price': '24022', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
('Nokia', 'lumia3967'),{'model': 'lumia3967', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '0', 'company': 'Nokia', 'price': '3609', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '5'}
('Nokia', 'N1845'),{'model': 'N1845', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '5', 'company': 'Nokia', 'price': '35154', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '28'}
('Nokia', 'lumia111'),{'model': 'lumia111', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '6218', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '8'}
('Nokia', 'lumia3579'),{'model': 'lumia3579', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Nokia', 'price': '12328', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('Nokia', 'lumia3691'),{'model': 'lumia3691', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '12776', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'N284'),{'model': 'N284', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Nokia', 'price': '3142', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('Nokia', 'blackberry1861'),{'model': 'blackberry1861', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '0', 'company': 'Nokia', 'price': '31290', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '16'}
('Nokia', 'lumia2033'),{'model': 'lumia2033', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '2', 'company': 'Nokia', 'price': '11454', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '27'}
('Nokia', 'blackberry1899'),{'model': 'blackberry1899', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '0', 'company': 'Nokia', 'price': '3325', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '15'}
('Nokia', 'hero640'),{'model': 'hero640', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '1', 'company': 'Nokia', 'price': '30640', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '25'}
('Nokia', 'lumia4275'),{'model': 'lumia4275', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '5', 'company': 'Nokia', 'price': '39808', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '10'}
('Nokia', 'blackberry1215'),{'model': 'blackberry1215', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '1', 'company': 'Nokia', 'price': '4304', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '18'}
('Nokia', 'blackberry2320'),{'model': 'blackberry2320', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '4', 'company': 'Nokia', 'price': '8324', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('Nokia', 'hero3622'),{'model': 'hero3622', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '0', 'company': 'Nokia', 'price': '38185', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '17'}
('Nokia', 'lumia2276'),{'model': 'lumia2276', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '2', 'company': 'Nokia', 'price': '27320', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '6'}
('Nokia', 'blackberry3020'),{'model': 'blackberry3020', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '1', 'company': 'Nokia', 'price': '28533', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '17'}
('Nokia', 'N1173'),{'model': 'N1173', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '2', 'company': 'Nokia', 'price': '29715', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '8'}
('Nokia', 'N1807'),{'model': 'N1807', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '1', 'company': 'Nokia', 'price': '38309', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '30'}
('Nokia', 'blackberry2215'),{'model': 'blackberry2215', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'Nokia', 'price': '37933', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Nokia', 'blackberry4345'),{'model': 'blackberry4345', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'Nokia', 'price': '9789', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '7'}
('Nokia', 'hero196'),{'model': 'hero196', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'Nokia', 'price': '17533', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '6'}
('Nokia', 'N2596'),{'model': 'N2596', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '3', 'company': 'Nokia', 'price': '5506', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '25'}
('Nokia', 'hero3355'),{'model': 'hero3355', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'Nokia', 'price': '29379', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '5'}
('Nokia', 'lumia2435'),{'model': 'lumia2435', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'Nokia', 'price': '28367', 'thickness': '17', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '26'}
('Nokia', 'blackberry2325'),{'model': 'blackberry2325', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '5', 'company': 'Nokia', 'price': '30185', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '11'}
('Nokia', 'blackberry242'),{'model': 'blackberry242', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '5', 'company': 'Nokia', 'price': '14284', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '17'}
('Nokia', 'lumia2955'),{'model': 'lumia2955', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '3', 'company': 'Nokia', 'price': '9693', 'thickness': '14', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('Nokia', 'blackberry1467'),{'model': 'blackberry1467', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '2', 'company': 'Nokia', 'price': '33683', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('Nokia', 'hero127'),{'model': 'hero127', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '12962', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '15'}
('Nokia', 'blackberry2691'),{'model': 'blackberry2691', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '16091', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '12'}
('Nokia', 'hero478'),{'model': 'hero478', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'Nokia', 'price': '30058', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '23'}
('Nokia', 'N3062'),{'model': 'N3062', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'Nokia', 'price': '11847', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '21'}
('Nokia', 'N398'),{'model': 'N398', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '0', 'company': 'Nokia', 'price': '7437', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '19'}
('Nokia', 'hero2390'),{'model': 'hero2390', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '3', 'company': 'Nokia', 'price': '4399', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '30'}
('Nokia', 'hero3684'),{'model': 'hero3684', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'Nokia', 'price': '5854', 'thickness': '13', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '22'}
('Nokia', 'lumia3275'),{'model': 'lumia3275', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '3', 'company': 'Nokia', 'price': '29073', 'thickness': '10', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '23'}
('Nokia', 'blackberry1055'),{'model': 'blackberry1055', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'Nokia', 'price': '36372', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '6'}
('Nokia', 'hero4191'),{'model': 'hero4191', 'GPS': 'no', 'frontcamera': '14', 'rearcamera': '5', 'company': 'Nokia', 'price': '9130', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '5'}
('Nokia', 'hero2276'),{'model': 'hero2276', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '5', 'company': 'Nokia', 'price': '11024', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '7'}
('Nokia', 'hero2650'),{'model': 'hero2650', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '3', 'company': 'Nokia', 'price': '1109', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '18'}
('Nokia', 'blackberry4203'),{'model': 'blackberry4203', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '1', 'company': 'Nokia', 'price': '4605', 'thickness': '30', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '26'}
('Nokia', 'blackberry1940'),{'model': 'blackberry1940', 'GPS': 'no', 'frontcamera': '6', 'rearcamera': '1', 'company': 'Nokia', 'price': '8040', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '10'}
('Nokia', 'blackberry1877'),{'model': 'blackberry1877', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '2', 'company': 'Nokia', 'price': '22480', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '27'}
('Nokia', 'hero1980'),{'model': 'hero1980', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'Nokia', 'price': '7666', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '30'}
('Nokia', 'lumia1912'),{'model': 'lumia1912', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '5', 'company': 'Nokia', 'price': '29288', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '13'}
('Nokia', 'N4525'),{'model': 'N4525', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '0', 'company': 'Nokia', 'price': '1935', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '9'}
