('SonyEricsson', 'hero122'),{'model': 'hero122', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '19036', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'N358'),{'model': 'N358', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '21398', 'thickness': '14', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '15'}
('SonyEricsson', 'hero505'),{'model': 'hero505', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '35786', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '7'}
('SonyEricsson', 'lumia4076'),{'model': 'lumia4076', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '20940', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '17'}
('SonyEricsson', 'hero2881'),{'model': 'hero2881', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '2172', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '14'}
('SonyEricsson', 'N1760'),{'model': 'N1760', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '19870', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('SonyEricsson', 'blackberry2795'),{'model': 'blackberry2795', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '28472', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('SonyEricsson', 'N257'),{'model': 'N257', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '4930', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '10'}
('SonyEricsson', 'hero3635'),{'model': 'hero3635', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '7444', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('SonyEricsson', 'lumia3769'),{'model': 'lumia3769', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '1845', 'thickness': '25', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '21'}
('SonyEricsson', 'blackberry4170'),{'model': 'blackberry4170', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '23894', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '18'}
('SonyEricsson', 'N1991'),{'model': 'N1991', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '2773', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '28'}
('SonyEricsson', 'lumia3232'),{'model': 'lumia3232', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '39182', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '10'}
('SonyEricsson', 'blackberry2508'),{'model': 'blackberry2508', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '5518', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('SonyEricsson', 'blackberry1197'),{'model': 'blackberry1197', 'GPS': 'no', 'frontcamera': '10', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '21537', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '5'}
('SonyEricsson', 'hero2679'),{'model': 'hero2679', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '9357', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '25'}
('SonyEricsson', 'hero4504'),{'model': 'hero4504', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '31669', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '29'}
('SonyEricsson', 'blackberry3817'),{'model': 'blackberry3817', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '9295', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '6'}
('SonyEricsson', 'hero3936'),{'model': 'hero3936', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '12753', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '23'}
('SonyEricsson', 'hero3333'),{'model': 'hero3333', 'GPS': 'yes', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '3064', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '8'}
('SonyEricsson', 'blackberry2946'),{'model': 'blackberry2946', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '7357', 'thickness': '17', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '23'}
('SonyEricsson', 'N1952'),{'model': 'N1952', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '37575', 'thickness': '26', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'hero2242'),{'model': 'hero2242', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '9116', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '22'}
('SonyEricsson', 'hero2260'),{'model': 'hero2260', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '2409', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '28'}
('SonyEricsson', 'N3930'),{'model': 'N3930', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '24285', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('SonyEricsson', 'hero3942'),{'model': 'hero3942', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '29922', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '13'}
('SonyEricsson', 'hero425'),{'model': 'hero425', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '20720', 'thickness': '29', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('SonyEricsson', 'lumia3707'),{'model': 'lumia3707', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '6811', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '24'}
('SonyEricsson', 'blackberry1626'),{'model': 'blackberry1626', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '32665', 'thickness': '18', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '7'}
('SonyEricsson', 'N3527'),{'model': 'N3527', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '20412', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('SonyEricsson', 'hero2468'),{'model': 'hero2468', 'GPS': 'no', 'frontcamera': '4', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '33422', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('SonyEricsson', 'hero1108'),{'model': 'hero1108', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '3886', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '27'}
('SonyEricsson', 'blackberry1354'),{'model': 'blackberry1354', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '20205', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '8'}
('SonyEricsson', 'blackberry1090'),{'model': 'blackberry1090', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '28574', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '27'}
('SonyEricsson', 'blackberry330'),{'model': 'blackberry330', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '11427', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '26'}
('SonyEricsson', 'N636'),{'model': 'N636', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '23517', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '5'}
('SonyEricsson', 'lumia2968'),{'model': 'lumia2968', 'GPS': 'no', 'frontcamera': '12', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '37365', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '20'}
('SonyEricsson', 'N1875'),{'model': 'N1875', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '16735', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('SonyEricsson', 'hero2094'),{'model': 'hero2094', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '25940', 'thickness': '20', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '22'}
('SonyEricsson', 'N649'),{'model': 'N649', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '2100', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '9'}
('SonyEricsson', 'hero4261'),{'model': 'hero4261', 'GPS': 'yes', 'frontcamera': '7', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '14505', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '26'}
('SonyEricsson', 'hero3598'),{'model': 'hero3598', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '1688', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('SonyEricsson', 'N1436'),{'model': 'N1436', 'GPS': 'yes', 'frontcamera': '0', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '28111', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '14'}
('SonyEricsson', 'hero1568'),{'model': 'hero1568', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '13232', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '16'}
('SonyEricsson', 'hero2685'),{'model': 'hero2685', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '11249', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('SonyEricsson', 'N1378'),{'model': 'N1378', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '1710', 'thickness': '21', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '29'}
('SonyEricsson', 'hero1367'),{'model': 'hero1367', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '29612', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '6'}
('SonyEricsson', 'hero4240'),{'model': 'hero4240', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '32797', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '21'}
('SonyEricsson', 'hero3548'),{'model': 'hero3548', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '1390', 'thickness': '27', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '11'}
('SonyEricsson', 'lumia2647'),{'model': 'lumia2647', 'GPS': 'no', 'frontcamera': '7', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '29947', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('SonyEricsson', 'lumia682'),{'model': 'lumia682', 'GPS': 'yes', 'frontcamera': '12', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '24352', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '29'}
('SonyEricsson', 'hero2892'),{'model': 'hero2892', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '13739', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '11'}
('SonyEricsson', 'N1141'),{'model': 'N1141', 'GPS': 'yes', 'frontcamera': '13', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '13553', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '24'}
('SonyEricsson', 'lumia3501'),{'model': 'lumia3501', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '3189', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '12'}
('SonyEricsson', 'N2535'),{'model': 'N2535', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '2118', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('SonyEricsson', 'hero2143'),{'model': 'hero2143', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '29761', 'thickness': '17', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '25'}
('SonyEricsson', 'hero3375'),{'model': 'hero3375', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '1553', 'thickness': '12', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('SonyEricsson', 'hero3410'),{'model': 'hero3410', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '35195', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '20'}
('SonyEricsson', 'blackberry1268'),{'model': 'blackberry1268', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '26379', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('SonyEricsson', 'lumia1765'),{'model': 'lumia1765', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '16634', 'thickness': '28', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '5'}
('SonyEricsson', 'lumia3830'),{'model': 'lumia3830', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '10944', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '6'}
('SonyEricsson', 'hero1013'),{'model': 'hero1013', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '29465', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '11'}
('SonyEricsson', 'blackberry1373'),{'model': 'blackberry1373', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '5053', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '24'}
('SonyEricsson', 'N280'),{'model': 'N280', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '4551', 'thickness': '16', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '25'}
('SonyEricsson', 'blackberry3756'),{'model': 'blackberry3756', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '26488', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('SonyEricsson', 'lumia3384'),{'model': 'lumia3384', 'GPS': 'no', 'frontcamera': '19', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '9034', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '21'}
('SonyEricsson', 'hero3172'),{'model': 'hero3172', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '38646', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '21'}
('SonyEricsson', 'blackberry3361'),{'model': 'blackberry3361', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '20199', 'thickness': '18', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '17'}
('SonyEricsson', 'blackberry1422'),{'model': 'blackberry1422', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '6662', 'thickness': '29', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '18'}
('SonyEricsson', 'hero3883'),{'model': 'hero3883', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '22139', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '20'}
('SonyEricsson', 'hero1361'),{'model': 'hero1361', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '32935', 'thickness': '21', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '12'}
('SonyEricsson', 'hero3288'),{'model': 'hero3288', 'GPS': 'no', 'frontcamera': '0', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '21808', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('SonyEricsson', 'N3646'),{'model': 'N3646', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '31773', 'thickness': '13', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('SonyEricsson', 'hero4113'),{'model': 'hero4113', 'GPS': 'no', 'frontcamera': '1', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '3717', 'thickness': '24', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '30'}
('SonyEricsson', 'lumia2710'),{'model': 'lumia2710', 'GPS': 'yes', 'frontcamera': '17', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '38712', 'thickness': '29', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '14'}
('SonyEricsson', 'hero3396'),{'model': 'hero3396', 'GPS': 'no', 'frontcamera': '18', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '26147', 'thickness': '23', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '12'}
('SonyEricsson', 'N1160'),{'model': 'N1160', 'GPS': 'no', 'frontcamera': '9', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '6192', 'thickness': '10', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('SonyEricsson', 'hero3683'),{'model': 'hero3683', 'GPS': 'yes', 'frontcamera': '6', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '16500', 'thickness': '19', 'type': 'basic', 'operatingsystem': 'bada', 'talktime': '20'}
('SonyEricsson', 'blackberry2277'),{'model': 'blackberry2277', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '20921', 'thickness': '12', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '8'}
('SonyEricsson', 'lumia1299'),{'model': 'lumia1299', 'GPS': 'yes', 'frontcamera': '16', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '5055', 'thickness': '21', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '21'}
('SonyEricsson', 'lumia897'),{'model': 'lumia897', 'GPS': 'yes', 'frontcamera': '2', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '34132', 'thickness': '13', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '24'}
('SonyEricsson', 'lumia1641'),{'model': 'lumia1641', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '36639', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '22'}
('SonyEricsson', 'hero3788'),{'model': 'hero3788', 'GPS': 'yes', 'frontcamera': '8', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '14963', 'thickness': '23', 'type': 'basic', 'operatingsystem': 'symbian', 'talktime': '8'}
('SonyEricsson', 'blackberry2649'),{'model': 'blackberry2649', 'GPS': 'yes', 'frontcamera': '20', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '5313', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '25'}
('SonyEricsson', 'N3086'),{'model': 'N3086', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '22537', 'thickness': '19', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '6'}
('SonyEricsson', 'blackberry3003'),{'model': 'blackberry3003', 'GPS': 'no', 'frontcamera': '11', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '16730', 'thickness': '14', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '19'}
('SonyEricsson', 'lumia1521'),{'model': 'lumia1521', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '4619', 'thickness': '15', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '10'}
('SonyEricsson', 'N1825'),{'model': 'N1825', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '13759', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'symbian', 'talktime': '12'}
('SonyEricsson', 'blackberry2655'),{'model': 'blackberry2655', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '21272', 'thickness': '28', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '6'}
('SonyEricsson', 'hero1143'),{'model': 'hero1143', 'GPS': 'yes', 'frontcamera': '11', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '34261', 'thickness': '12', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '6'}
('SonyEricsson', 'hero3276'),{'model': 'hero3276', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '3', 'company': 'SonyEricsson', 'price': '1742', 'thickness': '18', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('SonyEricsson', 'N2139'),{'model': 'N2139', 'GPS': 'yes', 'frontcamera': '14', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '6310', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '15'}
('SonyEricsson', 'lumia739'),{'model': 'lumia739', 'GPS': 'no', 'frontcamera': '13', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '14864', 'thickness': '22', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '8'}
('SonyEricsson', 'lumia3608'),{'model': 'lumia3608', 'GPS': 'no', 'frontcamera': '8', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '14581', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '11'}
('SonyEricsson', 'lumia3694'),{'model': 'lumia3694', 'GPS': 'yes', 'frontcamera': '1', 'rearcamera': '1', 'company': 'SonyEricsson', 'price': '1778', 'thickness': '27', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '14'}
('SonyEricsson', 'N1444'),{'model': 'N1444', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '37898', 'thickness': '10', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '25'}
('SonyEricsson', 'hero4394'),{'model': 'hero4394', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '17862', 'thickness': '11', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '30'}
('SonyEricsson', 'hero1887'),{'model': 'hero1887', 'GPS': 'no', 'frontcamera': '2', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '17459', 'thickness': '27', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '27'}
('SonyEricsson', 'lumia640'),{'model': 'lumia640', 'GPS': 'yes', 'frontcamera': '9', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '22996', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'windows', 'talktime': '30'}
('SonyEricsson', 'lumia1438'),{'model': 'lumia1438', 'GPS': 'yes', 'frontcamera': '5', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '10056', 'thickness': '24', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '6'}
('SonyEricsson', 'lumia1664'),{'model': 'lumia1664', 'GPS': 'yes', 'frontcamera': '10', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '14242', 'thickness': '24', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '27'}
('SonyEricsson', 'blackberry1641'),{'model': 'blackberry1641', 'GPS': 'yes', 'frontcamera': '18', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '25373', 'thickness': '26', 'type': 'smartphone', 'operatingsystem': 's40', 'talktime': '13'}
('SonyEricsson', 'hero2674'),{'model': 'hero2674', 'GPS': 'no', 'frontcamera': '3', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '38584', 'thickness': '26', 'type': 'basic', 'operatingsystem': 'android', 'talktime': '5'}
('SonyEricsson', 'N2486'),{'model': 'N2486', 'GPS': 'yes', 'frontcamera': '15', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '17569', 'thickness': '30', 'type': 'smartphone', 'operatingsystem': 'blackberry', 'talktime': '20'}
('SonyEricsson', 'lumia2484'),{'model': 'lumia2484', 'GPS': 'yes', 'frontcamera': '4', 'rearcamera': '5', 'company': 'SonyEricsson', 'price': '3066', 'thickness': '22', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '28'}
('SonyEricsson', 'lumia666'),{'model': 'lumia666', 'GPS': 'no', 'frontcamera': '17', 'rearcamera': '4', 'company': 'SonyEricsson', 'price': '20338', 'thickness': '24', 'type': 'basic', 'operatingsystem': 's40', 'talktime': '6'}
('SonyEricsson', 'blackberry1747'),{'model': 'blackberry1747', 'GPS': 'no', 'frontcamera': '16', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '14258', 'thickness': '17', 'type': 'basic', 'operatingsystem': 'blackberry', 'talktime': '7'}
('SonyEricsson', 'lumia609'),{'model': 'lumia609', 'GPS': 'no', 'frontcamera': '20', 'rearcamera': '0', 'company': 'SonyEricsson', 'price': '3735', 'thickness': '16', 'type': 'smartphone', 'operatingsystem': 'bada', 'talktime': '26'}
('SonyEricsson', 'lumia614'),{'model': 'lumia614', 'GPS': 'no', 'frontcamera': '15', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '4115', 'thickness': '20', 'type': 'smartphone', 'operatingsystem': 'windows', 'talktime': '14'}
('SonyEricsson', 'hero2316'),{'model': 'hero2316', 'GPS': 'no', 'frontcamera': '5', 'rearcamera': '2', 'company': 'SonyEricsson', 'price': '10551', 'thickness': '15', 'type': 'smartphone', 'operatingsystem': 'android', 'talktime': '18'}
